,formula,Number of Atoms,Density (g cm-3),Volume (Å3),the total atomic mass (amu),Bulk modulus (GPa),Shear modulus (GPa),Sound velocity of the transverse wave (m s-1),Sound velocity of the longitude wave (m s-1),Poisson ratio,Acoustic Debye Temperature (K),Kappa_cal (W m-1 K-1)
mp-1113201,Cs2In1Ga1Cl6,10,3.3669650116816534,327.02380667,663.069,15.109330935538036,8.620245523838339,1600.075649979062,2810.9035063145234,0.260318989351342,76.85701427870085,0.7467223813835335
mp-1113393,Cs2Sb1Au1Br6,10,4.831075993592233,365.71358126,1063.961,18.711004824402117,8.28427476381013,1309.4994272308193,2481.821152090949,0.3070950781552829,60.94971806954608,0.4695630903456403
mp-1111803,Na2Li1Bi1I6,10,3.94501748022671,430.74862626,1023.325,9.658156003321189,4.757653188920767,1098.1759398720587,2013.9955612082983,0.2884366731251638,48.285962936625324,0.267129541304105
mp-1181984,Co2C2O6,10,1.6518089096272526,239.14484612,237.882,7.184746625218115,3.714150050292061,1499.5115677080307,2710.658582768976,0.2795180028578957,80.13226150206641,0.2459477034019624
mp-1113281,Cs2Al1In1Br6,10,3.937446792352618,374.09750985,887.034,16.793488809879147,6.8226077045716575,1316.3393107297466,2564.254844297711,0.3210950772882097,60.917006015998886,0.3572258728046228
mp-1205533,Tl2Sn2I6,10,5.698463344206759,410.18883338,1407.61,6.917220298625521,3.0337512351960747,729.6441479341034,1386.9806936535672,0.3086799241603515,32.692747737064614,0.098553424119577
mp-1111196,K2Tl1Sb1Cl6,10,2.802916139084745,365.57326539,617.057,12.828063226727163,4.836897179201276,1313.6460842455683,2622.512665580105,0.3325216125728272,61.35325106787224,0.2312977884465359
mp-1110712,Rb2Li1Ce1Br6,10,3.6816986377191374,359.66361251,797.417,25.945434631121888,8.93796464024662,1558.0995340401446,3206.8732217801435,0.3454962837839801,73.29327982932215,0.4566632820284463
mp-1114106,Rb3In1Br6,10,3.349756283675492,421.69155384,850.646,21.332474865108885,6.246504700703895,1365.5635952132825,2975.687846669999,0.3666111485368555,61.09266140775142,0.2464271060281496
mp-757410,V2F8,10,2.8446711046192794,148.19554529,253.868,15.06790599984419,9.238497062046957,1802.1238397102409,3102.7550764146185,0.2454595560192407,112.49936435407692,0.7429592822800479
mp-1112923,Cs2Sc1Au1I6,10,4.979823515414256,423.21460496,1269.157,13.637832728882678,5.871468478367139,1085.8413874188632,2076.219249687265,0.3117514375801288,48.16732794547434,0.2812170933472015
mp-1111412,Na2Sb1Au1F6,10,4.032399831980216,197.13083075,478.695,31.3655256321656,10.16671038935949,1587.8461932518333,3337.671482724605,0.3537350396191855,91.37057160120976,0.4050587776127893
mp-1111993,K2Sc1Au1Br6,10,3.988735154149333,332.86326855,799.543,18.35011265503397,8.851713026930499,1489.690548758289,2749.4341250326224,0.2922199783219594,71.41173150829584,0.6053389603846437
mp-1110809,Rb2Ce1Ag1Cl6,10,3.1740033496302464,330.46092777,631.638,23.726824103453204,9.42586308056564,1723.2840687060836,3381.56364213492,0.3245944992750506,83.15360653248456,0.6051075489013285
mp-1114115,Rb2Tl1In1Br6,10,3.989723585019924,403.54463578,969.561,20.762479642076062,6.694761225969272,1295.3768817716737,2727.8791249862443,0.3544241584525047,58.71136215765269,0.2747013196601007
mp-1238924,Tl3As1F6,10,4.012417158763995,331.93992101,802.059,18.529120674884084,9.694924476136563,1554.422863891556,2799.9259484646423,0.2772383981368493,74.44563349859627,0.7515606551099109
mp-1110751,Rb2Li1Bi1I6,10,4.275392641080824,445.99647096,1148.281,15.30160430646512,5.005158437008727,1081.9841829665393,2267.137760534259,0.3525291322017475,47.41937327707073,0.1801893476072918
mp-1114169,Rb2Tl1Ga1I6,10,4.33803655001726,461.8289244,1206.466,13.998763389346683,4.186587824867172,982.3890196872863,2124.5624674158407,0.364021429364683,42.62312219649619,0.1253755760887711
mp-1111459,K3In1I6,10,3.441610415962773,479.38136694,993.536,10.99067100976562,5.107460124697147,1218.208536942706,2274.2420463977824,0.2988104993978319,51.75475616092528,0.3102064942324145
mp-989528,Rb2Al1In1H6,10,3.2802203491641952,161.38112776,318.784,51.238892406896014,14.153959630056766,2077.243779235023,4623.182862440914,0.3735279746155859,128.12163706725127,0.5781067023760194
mp-1112553,K2Ce1Cu1Br6,10,3.672756591904773,344.20142442,761.282,20.33018036098515,8.842675505553167,1551.6571632446005,2957.2939593474266,0.3100615451170209,73.72308687822387,0.5711233196255158
mp-1112787,Cs2K1Ce1Br6,10,3.5573114961038206,431.53879066,924.448,18.99624177211169,8.283185614937702,1525.941023490097,2905.9795440690064,0.3096458607518161,67.2336319355303,0.5688264098719409
mp-1111326,Na2In1Ag1F6,10,3.5656479021646987,178.20794031,382.654,48.021471721201095,15.732538435311582,2100.536212009889,4398.956021776044,0.3523200403920115,124.98395774579188,0.8112822157827022
mp-998743,Tl2Ge2Cl6,10,3.9214934279584712,324.69041752,766.764,4.952482019335343,4.210535327586584,1036.1983872806104,1641.4982777972991,0.1687744306194903,49.3905065218895,0.3401116680396643
mp-1080000,Cd2N2Cl6,10,1.856199798570283,416.49001118,465.554,5.483526228185386,1.8890349416832617,1008.8059498187442,2076.315813416523,0.34549552295525,45.18981050629942,0.0656218612642704
mp-1211885,Li3Nb1F6,10,1.3659865295768434,276.82689775,227.717,23.664604717263487,4.735942882769396,1862.001470692654,4684.7538504977865,0.4061938846454747,96.37017692015748,0.1459691697862434
mp-1111161,K3Tl1Br6,10,3.251742526244936,409.10084067,801.101,14.745890748834954,6.845462358632629,1450.919501471509,2709.5489755833287,0.298990535382763,64.98783882968522,0.4691894632323612
mp-1113283,Cs2In1Sb1I6,10,4.217878078528785,497.56256914,1263.812,13.74091042914208,5.622738753108036,1154.587740484375,2243.927020119905,0.3199589389888879,48.57868095337181,0.2861901750911053
mp-560558,Cs2Cd2Au2S4,10,5.565934463255769,302.17324047,1012.826,15.983010353342404,7.594294628206486,1168.0856182313246,2165.827599039564,0.2949088967727603,57.84928720781862,0.3881412051044952
mp-1110737,Rb2In2Br6,10,3.8919154912949856,375.47112632,879.996,21.50752030414213,7.903158355407078,1425.0123927880195,2869.4514178293884,0.3363186772191895,65.99773011616806,0.4021445512878366
mp-1111231,K2Na1In1I6,10,3.6314444619573294,446.955842,977.428,12.890076054838715,5.390845054696466,1218.396720590168,2351.3599127644743,0.3164759278146969,53.10539907656099,0.2860114649392658
mp-1110910,K2Cu1Bi1Br6,10,4.102071514073872,336.055108,830.146,15.109484388385432,7.52308761305377,1354.2425218343094,2475.61631811638,0.2864843436270613,64.6662675986997,0.4848643480523631
mp-996944,Cs2Tl1In1Br6,10,4.301226464554808,410.94725689,1064.435,17.61233534683442,6.941565509089986,1270.3768137545003,2499.306642151352,0.3258180482784416,57.01263373550111,0.3502447349317844
mp-1110595,Rb2As1Au1F6,10,4.886422633349489,189.22459662,556.813,29.589509232325057,14.436616909211915,1718.8469291866572,3161.4396583010207,0.2901759118070197,99.44030789239147,0.9548862121461116
mp-1110861,K2Na1Mo1Cl6,10,2.436972868412679,279.27183348,409.844,19.492878875694377,9.568963157677056,1981.5593943002332,3637.890208965013,0.2890675823700375,100.67518975734176,0.8360501154557077
mp-1114197,Cs3Ga1I6,10,3.832368971018857,532.90318585,1229.862,11.38415392786808,4.30830194309673,1060.277166469035,2114.1058351314496,0.3319728396303631,43.6705988014559,0.1893015313483381
mp-1113091,Cs2In1Sb1F6,10,4.67094304010685,219.12927288,616.376,32.28151653089487,12.696344656237512,1648.6826437686784,3245.818948661384,0.3261423999234545,91.2478531999915,0.6726295602857599
mp-1112422,K2Nd1Au1Cl6,10,3.218604858042858,326.13079178,632.1210000000001,20.45278772950687,8.146916741941245,1590.9729940575735,3119.211029984583,0.3241806215997111,77.1032929272198,0.4821211937432276
mp-1120725,Cs2Pb2Br6,10,4.724052192032296,407.62940211,1159.634,15.85543444501386,7.041244020983516,1220.8641867390704,2311.637207035072,0.306585965807711,54.8021149707966,0.3870382023964909
mp-1113409,Cs2Nd1Au1Cl6,10,4.0499155335587975,336.11412339,819.735,20.315313975268257,9.748830455143995,1551.5053446893796,2868.063801885671,0.2931495471275221,74.14304332649864,0.6928404046696733
mp-1114060,Rb2In1Ga1Cl6,10,2.9792399580348894,316.70226717,568.195,16.64904371676618,7.791812932826791,1617.2103667228073,3012.5590248518247,0.2975764956419419,78.87464598393635,0.5512402636723986
mp-1176770,Li1Cr1P2S7,11,2.257982492310479,253.97183876,345.34,16.346586118602698,4.345324201308333,1387.2374580793237,3131.352596423587,0.3779062241780944,73.60411267981473,0.1201180472639562
mp-761097,Li1V2O1F7,11,2.873244048174372,149.00007669,257.81,24.600747054800056,12.976508883541737,2125.1651054591084,3818.8715526300216,0.2756966617454263,132.90415460896884,0.9652360184350602
mp-1223753,Ir1N4Cl6,11,2.40754843262138,317.9437437,460.963,6.011209954353233,1.0656473777846711,665.3026357703448,1756.9826412299196,0.4163072483570934,32.92546229600723,0.0098317840947712
mp-613733,K2Pd1N2Cl2O4,11,2.5564682107543457,225.74266707,347.532,18.058549866904396,8.02642332567369,1771.9066265589595,3354.112477646316,0.3064431871465304,96.85309099535104,0.4784616398954124
mp-627151,Zr1Mo2O8,11,4.086397367366079,167.05593295,411.096,43.24999779968814,15.929462725290106,1974.3778316168284,3972.587493676874,0.3359810317555093,119.77312139344504,0.7813803662906385
mp-630927,Pb4Se1Br6,11,6.410329865213745,359.34610478,1387.184,10.92660613553159,8.602804427255291,1158.456780573281,1869.1960415043764,0.1881733018061003,53.48955470887073,0.6839907093560073
mp-541312,Ge3Te6As2,11,6.085079167014907,309.28754384,1133.364,32.60449000796637,13.957375493877644,1514.4982115823937,2901.0993779442765,0.3126876186376647,74.59448745728702,0.7588650515756016
mp-1101007,Tl5N1O5,11,7.261293954531032,255.19791637,1115.917,26.275544839528735,6.269995919130162,929.2372692648994,2184.006711196843,0.3894786570241589,49.30271122850034,0.1032501439521759
mp-1103473,Cs1Cr1P2S7,11,2.62845551120365,297.75546679,471.304,11.038485791892988,4.317391396212197,1281.6233036389815,2527.7829939230014,0.3269945433813395,64.04837658758204,0.1779582221528131
mp-759724,Li3Mn1F7,11,2.361368577255914,146.79650364,208.747,33.748298859678144,12.185358695789027,2271.628292403646,4601.329393016753,0.3388609987749849,143.9289209689851,0.644528878323894
mp-31015,Ta3S1Br7,11,6.51619300320634,289.04743509,1134.237,11.801956563769377,5.7626818993343605,940.405919042182,1729.2555131408135,0.2900333503361262,47.2391823489925,0.2185158497167262
mp-655297,K2Pd1N2Cl2O4,11,2.69152109559754,214.41554113,347.532,19.723126381729877,8.668601953508112,1794.632947491404,3409.127477156552,0.308324146449108,99.81718898647216,0.508378747729198
mp-10776,K2Sn1As2S6,11,3.0349977872299045,294.98669244,539.14,17.349097430869822,7.670924364197181,1589.8079372721306,3014.354274679243,0.3073220000452863,79.49440281271457,0.4460647946674542
mp-2239851,Mg1Sb1S2N1Cl6,11,2.059546904758365,352.2812159,436.92,4.051085072652441,1.3007241810278318,794.7064968199594,1676.0240676062558,0.3549807299623991,37.69058050567406,0.0283155100543035
mp-11016,Rb1Cd1N3O6,11,3.352396648907048,166.3819068,335.894,31.787065218254625,13.367049955281972,1996.8253736726383,3846.8569121290793,0.3155900077259188,120.97427861847626,0.7645855094738615
mp-759421,Li3V1F7,11,2.2669576037980885,149.98294682,204.75100000000003,34.48413624831779,11.627463921063343,2264.7527790601475,4695.790019207416,0.3484426904762692,142.65263209323993,0.5727901750675584
mp-29419,Hf1Te4Cl6,11,4.180697799919147,358.11971443,901.608,7.001663808839231,2.344259084168815,748.8216906723903,1556.4076717328785,0.3494003640654831,35.293758221136635,0.0506398326499521
mp-2240382,Mg1Hg2Bi2O6,11,7.8931107227830815,197.64218175,939.439,49.69518765276848,16.815191162490443,1459.5763137571043,3022.6651507930296,0.3479646046372374,83.8517175720095,0.5875467492386581
mp-989460,B2C3N6,11,0.8944723892729677,263.058879,141.697,14.546023460162475,3.322092926900035,1927.180615423732,4605.883232508559,0.3938858164156738,101.28324064933412,0.1092423809187271
mp-1021490,Sn4S1F6,11,4.605367479923741,223.8781567,620.893,17.924234558978096,10.587969908943462,1516.2618367187686,2637.69431174499,0.2532351049399198,82.56745628298917,0.7206656638842076
mp-2239997,Mg1W2Br4O4,11,4.554062881160437,282.81103192,775.597,21.72609399731432,10.924290968318614,1548.8063411312148,2822.960715001253,0.2846795999783815,78.31639327911877,0.698159079921546
mp-1226079,Co1H6N2Cl2,11,2.004270406846374,135.79523719,163.901,23.48592381212805,10.754069002382332,2316.3717104320303,4344.196770940595,0.3013700537209681,149.89135698369432,0.7300642048541115
mp-1102432,Cu3As1O7,11,4.28189983961599,146.4200902,377.553,68.39913080665671,20.846248028606283,2206.458168538024,4739.756483731193,0.3616666587882926,140.34980002980953,0.8875646332073218
mp-754760,Eu1Re2O8,11,4.7213644559024885,229.44875415,652.37,11.237955630278778,6.158993890051901,1142.1446861405504,2029.670097429344,0.2683012792624596,61.798437851187096,0.2955346511573298
mp-757826,Cs1Ca1N3O6,11,2.930288997599747,176.24077362,310.998,26.09677708613465,12.648727819326623,2077.629946309296,3829.003311849637,0.2913647675552416,123.0972564898048,0.8916622870280317
mp-2241507,Mg1Nb2S4Br4,11,4.292756038559701,254.53312788,657.9929999999999,21.30836367212775,11.73579745878066,1653.4390827099494,2934.1000946349704,0.2673342655241288,86.41207068335949,0.8481002949675688
mp-643431,Ag1H4W1S4N1,11,3.697349104604888,196.72060046,438.007,20.89228138995548,7.563847331266078,1430.2967370466165,2894.5251721964246,0.3384729598410035,82.19330951444168,0.2785458331074289
mp-1181681,K3Na1Fe1Cl6,11,2.013439235965562,337.19531875,408.847,16.775866201534125,8.741984623859032,2083.702704467003,3757.79654718346,0.27800796587523,99.28250302108415,0.8267578497149936
mp-1103616,Cu1C2S2N6,11,1.790087497122479,218.68463431,235.74,21.139290566968103,9.413695103879355,2293.20528709045,4338.294935299608,0.3061205700315706,126.6765242354591,0.7200620425856623
mp-2240484,Mg1Cr1P2S7,11,1.8718039972136893,321.77420322,362.704,10.338396223726342,5.551516658175185,1722.168488660342,3078.5892203860126,0.2722716631903396,83.28859209491425,0.4404360254170107
mp-11017,K1Cd1N3O6,11,2.9679140713661423,161.99160046,289.524,29.534452675484182,12.348853662297524,2039.8003437478617,3936.87225760668,0.3165143667128743,124.69924401429525,0.7107619373134608
mp-1103149,Ag1Mo1H4S4N1,11,2.902995378134761,200.26898582,350.107,19.44582914381344,7.06309955885241,1559.8200259234952,3153.187407792217,0.3380037576749708,89.09836635734976,0.2863734149250276
mp-2218011,Mg1Mn1Pb2W1O6,11,6.416050830731557,200.18837625,773.477,56.89450571207071,19.806577375782588,1756.996188891172,3603.272782873061,0.3440345880462402,100.4555502303741,0.8632782740730942
mp-1180405,Mg1S1O9,11,1.974084210289752,168.541465,200.361,12.872955514012633,7.753729243142347,1981.857745721855,3428.9924724045777,0.2491925205439885,118.57767519411208,0.6395864088062377
mp-27171,Hg2P2S7,11,4.334402470083329,263.42388117,687.583,9.693869385479548,5.308470969389174,1106.6750165010992,1967.096279826507,0.2684591993827788,57.18668743478105,0.2582289116037816
mp-690672,K3Na1Fe1Cl6,11,1.774107625590288,382.68382096,408.847,14.065790774732028,6.734498250733769,1948.3305525142212,3604.122322848225,0.2935548496836688,89.16972112115465,0.5691891534602547
mp-1247346,Bi2C3N6,11,4.420722481962973,202.10475186,538.035,40.50317878796638,16.616309123993098,1938.7448421463675,3764.8053838012975,0.3195524986800933,110.13875927048454,0.9587777875256728
mp-775433,Li2Ni1P2S6,11,2.4878601355709056,218.20539229,326.913,24.065941138519083,9.239639542454183,1927.1456267544163,3824.291229237389,0.3298146969432592,106.8615621864168,0.505997807761419
mp-1021466,Cs1P1Pb1I2F6,11,3.59750301284723,341.05863915,738.875,13.781493774741149,3.81225291346099,1029.4144716712894,2289.929116992723,0.3733659670760833,49.475502488449095,0.0901611885208734
mp-2240058,Mg1Nb2I6O2,11,4.839736729216465,344.32754496,1003.539,12.048086409606876,4.246096775166496,936.6645316713368,1912.9026954686824,0.3423102494535821,44.68646949229942,0.119817080616971
mp-675766,K4C1O6,11,2.0328083277783757,215.98288635,264.397,29.72637202278752,9.884074026525225,2205.0567906310143,4594.163349986553,0.35033683020316,123.0260252195048,0.5271555757954981
mp-30946,Ga2Pd1I8,11,4.437485730896144,471.92296983,1261.098,2.487722997808658,1.4262496376944809,566.9298039203899,994.565888267992,0.2593347163275549,24.09484716745172,0.0451886855442387
mp-2217831,Mg1Nb2S4Br4,11,3.310021410736111,330.10318851,657.9929999999999,11.409759423511243,6.2402118608114,1373.0434028759846,2441.4543163331937,0.2687068020664984,65.81232298761847,0.405519067074316
mp-2217337,Mg1V2O2F6,11,2.309322081379248,195.71448627,272.175,17.330601599056752,10.328253295730502,2114.80917553998,3669.8570988152337,0.2514062018282911,120.41358293070265,0.9456798900768234
mp-2455462,B2C3N6,11,1.0264043765261086,229.2458113,141.697,16.070474494733787,3.9972146163084106,1973.4198204218487,4566.133373143292,0.3851565154233726,108.45036626591968,0.141168203369671
mp-1180037,Ni1S1O9,11,2.6215488922374544,148.69796942,234.749,16.086949858083926,8.011930759431717,1748.1939494830542,3195.518566454989,0.2864350034264442,109.54774847112516,0.4618995233087516
mp-22583,K1In1P2S7,11,2.5071054001953685,291.6446959,440.319,9.681700907916047,4.0279637343205605,1267.5248418500437,2450.278299761695,0.3173152281134545,63.70260897536263,0.1743203593862007
mp-1228613,Ba1H2C2O6,11,1.730265541535003,248.91313404,259.359,12.094677024347655,3.850266784775478,1491.725906088512,3155.481702136001,0.356098138364762,79.44403938047088,0.1388096451036221
mp-1235317,K2Li1S2O4F2,11,1.8872218919241757,221.08430366,251.259,18.600865709780525,6.243101289601023,1818.8157556596443,3777.168674475306,0.3490684741564211,100.67282178998887,0.2796704253851929
mp-28137,Co1Cl2O8,11,2.9917772647690315,143.10839938,257.831,32.35454224910363,14.438055441063277,2196.7959730926555,4153.196243786128,0.3057690006415615,139.7680163888091,0.9205327380695032
mp-1236147,K2Li1S2O4F2,11,1.933161923295612,215.83041379,251.259,21.97937133813164,6.499810010875246,1833.6490381904307,3981.541591496929,0.3654059300082696,102.53749826203736,0.2531377138249968
mp-1182772,Hg1H3I1O6,11,0.3420687734293273,2070.50876385,426.512,11.123263451997335,2.6985674043157517,2808.7295276650243,6560.2011038186365,0.3877727915040208,74.14564790335056,0.2748469574466167
mp-567713,Nb3Te1I7,11,5.799636109924727,370.68886232,1294.646,10.92711601806062,5.316004519000328,957.3975198859864,1762.455789471917,0.2906939396068791,44.26919985453288,0.22211686989762
mp-655489,Pb4Se1Br6,11,6.4522515667491405,357.01135388,1387.184,11.05195606667362,8.892533536943118,1173.9703001632574,1884.2749219075336,0.1827750935967494,54.29312226839455,0.7285544481059113
mp-1180125,Ni1S1O9,11,2.128489020354592,183.143532,234.749,6.918526730724785,4.541859081985385,1460.7675764907417,2468.919391797563,0.2306925594664022,84.83183996539667,0.3083335905272967
mp-2222928,Mg1Cr2Cl4O4,11,2.019461994774802,274.73028678,334.105,14.343690788175891,5.28677012070401,1617.9957302783116,3254.73127462493,0.3358752217986583,83.15444984808553,0.2510485695723436
mp-1221677,Mn1H6N2Cl2,11,2.0190311210961545,131.51672794,159.906,18.898673501430807,9.5448972243919,2174.2732443104114,3957.720817570025,0.2838594885531303,141.89401068808277,0.6664946148677307
mp-29057,Nb3S1Br7,11,4.943908542196643,292.25602949,870.111,13.985578251996497,7.5839393747648,1238.5462030763122,2207.75439074582,0.2703723402688787,61.837418092329,0.4232250306554548
mp-1235506,K2Li1S2O4F2,11,1.9403102049515957,215.03527465,251.259,19.05315195925076,6.356099807570674,1809.921629722736,3766.6161563088185,0.3498926820605753,101.1224423827209,0.2788528763757088
mp-1226990,Cd3In2Se6,11,5.122052028294589,337.37367178,1040.629,42.719152220612834,16.451015907892355,1792.1500486348805,3552.83607210393,0.3293563065612259,85.93562049112299,0.9719902087358442
mp-1021494,Cd5S4Cl2,11,4.180500649828658,302.37209873,761.221,36.87000186714058,12.031767142411352,1696.4870992646918,3557.659751755921,0.3528425485881235,84.63832668903004,0.5409812569045673
mp-1235206,K2Li1S2O4F2,11,1.8792751831593704,222.01918142,251.259,20.434914710831304,6.690329382485387,1886.8116996048948,3952.286972023656,0.3524085120443724,104.3366039586776,0.3029204309360756
mp-2217837,Mg1Sb1S2N1F6,11,2.632154014864394,213.3578926,338.19,10.96767973948697,5.948382988280635,1503.2936144510625,2679.551579706193,0.2703411104247119,83.35523799990573,0.3628488468948063
mp-1236534,Cs2Li1I2O6,11,4.307621727525378,239.99269365,622.553,23.849318689983207,9.597897885480403,1492.688830512471,2916.738981984098,0.3225806233288496,80.10994922596399,0.4422601451778061
mp-2223069,Mg1Cr2Cl4O4,11,2.089152202640379,265.56579854,334.105,12.605863091109136,5.542883243918597,1628.8564981540417,3093.7882507229515,0.3082510548617525,84.35998494373518,0.3169969598930496
mp-1102176,Re2Cl5O4,11,3.965260091547501,256.99578531,613.675,13.700597018202588,4.691301854814166,1087.7043099618058,2243.3512365296056,0.3463315680349383,57.238112332006246,0.1350912824883479
mp-1235827,K2Li1S2O4F2,11,1.9622406809521689,212.63198846,251.259,21.85234472920469,6.290749891727552,1790.5030774379038,3925.679468587296,0.3686650540652583,100.66906283442646,0.2310525751205536
mp-1235086,K2Li1S2O4F2,11,1.9565874125890077,213.24635697,251.259,17.597074921361767,5.868534384981496,1731.8696405512346,3604.5695854158,0.3499345768689149,97.03195728239264,0.2455904475495632
mp-1245640,Pb4S1Br6,11,6.168303423957672,360.82113909,1340.289,10.346878993205063,8.116073744141538,1147.070544730975,1852.5086124220356,0.189092612959797,52.89665834159347,0.6377426390456781
mp-2240585,Mg1Cr2Cl4O4,11,2.12621550795199,260.93656588,334.105,15.006669336217357,5.797877126823769,1651.3185626784857,3270.1267368495114,0.328863092845152,86.25684785120791,0.2907641961989272
mp-2227274,Mg1W2Br4O4,11,4.551303798361813,282.98247709,775.597,21.503565263067276,10.890817968010552,1546.900346848921,2813.403398718977,0.2833435147652692,78.19129390153694,0.7004952102812432
mp-570568,W2N1Cl8,11,3.7790981907065966,292.34507147,665.311,9.83003809880148,3.588553962522895,974.4636704350124,1966.536466743734,0.3372718362888864,49.06343323588464,0.103684357202323
mp-27901,K4Mn1Cl6,11,1.9386576902676975,363.22282828,424.048,17.19182566841636,8.402574460747982,2081.879643651551,3827.12234177868,0.2898587669479827,96.90923569520965,0.7619293187146149
mp-1245514,Sb2C3N6,11,4.047809136228606,149.16163148,363.595,75.61539990384227,21.47231652623173,2303.18825447565,5074.788267300381,0.3702937047251489,145.77090489359747,0.8878521669111545
mp-6023,Tl2Sn1As2S6,11,4.862909471476534,296.98706041,869.71,14.413742530999114,9.010879199972695,1361.242473207581,2331.2352184931897,0.2413249028692271,67.36882625064415,0.639245500850058
mp-30945,Ga2Pd1Br8,11,3.90502773746981,376.37995431,885.098,3.328258388680482,1.9787036654704653,711.8333277398509,1236.0864642351926,0.251906987924966,32.59419793205264,0.0756564971615641
mp-1236214,K2Li1S2O4F2,11,1.9092973869508425,218.52810394,251.259,18.00574718747317,6.246573285086751,1808.7732669433328,3713.86270684663,0.3445193031450139,100.44445339956752,0.2874924037062233
mp-754198,Ba1La2I8,11,5.228244895207281,454.30971425,1430.371,9.918328843061442,4.322318207401752,909.2439230361985,1731.8677672554331,0.3097420743448105,39.38134424904051,0.1634651735218211
mp-2240720,Mg1Ag4O6,11,5.1174064104287,179.04747924,551.771,112.04271919496074,25.332576970169736,2224.921696121034,5338.052377610518,0.3948741541677268,132.94859823726674,0.8367400108407959
mp-1220108,Ni1H6Br2N2,11,2.968670877619481,141.27552318,252.563,25.2004580043228,11.584037094993244,1975.372228263112,3700.2156003995383,0.3006999631971328,126.14002077807775,0.682328415171183
mp-1179677,Re2Cl5O4,11,3.790142681419138,268.86985975,613.675,12.596212891614815,4.618218613029643,1103.8484799042926,2224.422590481326,0.3366460435273689,57.14569433891716,0.1476867279800518
mp-2240954,Mg1Nb2S4Br4,11,3.279635139333476,333.16164003,657.9929999999999,12.660061845573589,6.98861294548693,1459.7642675709344,2588.710099038613,0.2668846006108423,69.73891773368693,0.4888619264387094
mp-7147,K1Cr1P2S7,11,2.384833516809945,262.85405835,377.497,14.221027457992772,5.143531354989085,1468.593705527608,2973.012136560113,0.3386144420053599,76.62406949797231,0.213982549372296
mp-11018,Tl1Cd1N3O6,11,4.552749153251867,165.88784932,454.809,25.8984594126854,10.223392542583325,1498.5134906547355,2946.62331244714,0.3255766239937933,90.9932731215303,0.4095044195011558
mp-1095287,Sc1Tl1P2S7,11,3.127531901210135,284.45475323,535.742,11.279388410417674,5.284466175930784,1299.8693009040098,2420.612020759377,0.2973883918646471,65.70618841767315,0.2638682849728953
mp-2223691,Mg1Nb2I6O2,11,4.308033622185115,386.82489794,1003.539,10.560372960505738,3.574154350039291,910.85051821705,1886.1386869249045,0.3479310743148582,41.83297153636527,0.0975131806300874
mp-553374,Cs4Sb2O5,11,4.738967266440005,299.64719875,855.135,21.127091401364265,8.009141571091249,1300.0232838979407,2590.671275641392,0.3317181343435605,64.87125278442429,0.3243654779482487
mp-1219041,Sn3Sb1Se2I5,11,5.325966698502209,396.07493233,1270.33,7.309291292523671,4.413594579262543,910.3261018537816,1573.948072623663,0.2486703567896064,40.96479235980208,0.222870302215748
mp-2239850,Mg1Ag2C2O6,11,3.957941017577472,151.06407283,360.057,35.8654114532271,11.390964971509073,1696.4677153476885,3591.5136894324773,0.3564009611680581,106.71641624495602,0.3943944573493816
mp-1180897,K2Pd1N2Cl2O4,11,2.4634980103386037,234.2619924,347.532,16.519991880138747,7.033687169665501,1689.722614181646,3242.343550809659,0.3135739899022978,91.31103347527969,0.3866815035066212
mp-2223676,Mg1Sb1S2N1Cl6,11,2.066897220672016,351.02843071,436.92,3.764569362145336,1.285434747561885,788.6159872944434,1628.061075635418,0.3467183220042965,37.40449630590936,0.0296848134498185
mp-6628,Cs1Cd1N3O6,11,3.6539574549248144,174.20864572,383.331,26.24333255494155,11.472244509109464,1771.9132435481151,3371.706150246078,0.3092246229258708,105.6293243190517,0.616307138029943
mp-1236687,K2Li1S2O4F2,11,1.9427930726252207,214.76046199,251.259,21.37037041313029,6.752189882232149,1864.271027521478,3953.9634195348967,0.3570729183789364,104.30452824876652,0.2872216811133931
mp-674325,Rb4C1O6,11,2.589186775854838,288.5291252,449.877,21.27558814586176,7.403740104636548,1691.0011092881114,3468.391440785801,0.3440891268659766,85.59201432586433,0.3506679413487449
mp-1103006,Ni1N6O4,11,2.193590182939476,156.49820491,206.731,14.032106103858448,7.775583752581657,1882.733086833396,3335.1331052682417,0.2661333306704785,115.69746966260432,0.5474079891796549
mp-2224723,Mg1Sb1N1O2F6,11,2.7715262331367074,183.37663164,306.058,18.92959544998167,11.396103299257833,2027.7699917092384,3508.916343194616,0.2492970211313291,117.96197654752636,0.9887621734023908
mp-2217781,Mg1Sb1S2N1F6,11,2.268011617001557,247.61373769,338.19,9.280330656675492,4.500202925244127,1408.618576466575,2595.6586801012263,0.2912784481301488,74.51541396028617,0.2410186780818204
mp-1220093,Ni1H6N2Cl2,11,2.064859632622244,131.61758422,163.661,22.27581047522836,10.905137706068915,2298.1073408539314,4222.532478746911,0.2895643133655132,150.043428230376,0.7795232934963107
mp-2646983,Sn1H5C1Br3N2,12,3.07736922853481,217.72544591,403.487,20.342081302025555,9.734150542812449,1778.5219350267898,3290.5528883231136,0.2936525661291321,98.2342551981068,0.5701183777505118
mp-1103118,Rb4Cu4O4,12,3.983275567570929,275.16744272,660.052,25.83351626886933,8.507114367413067,1461.406247010617,3055.0133525009687,0.3516333187043964,75.22545575011452,0.2956476377149731
