,formula,Number of Atoms,Density (g cm-3),Volume (Å3),the total atomic mass (amu),Bulk modulus (GPa),Shear modulus (GPa),Sound velocity of the transverse wave (m s-1),Sound velocity of the longitude wave (m s-1),Poisson ratio,Acoustic Debye Temperature (K),Kappa_cal (W m-1 K-1)
mp-505685,Nb8Te16O52,76,5.143593793289497,1167.66052675,3616.796,39.11810263907009,23.48982435335086,2137.0099923512344,3700.579773528045,0.2498317042960619,67.0758508185183,0.5747618515056938
mp-1203143,Nb8S12O56,76,3.076344359994944,1092.51850309,2023.972,23.76464779396656,11.432193035720772,1927.7348581828533,3560.877098687908,0.2927101361652782,62.18607720513295,0.1972661716911358
mp-562114,V8Co4H16C16N8O24,76,2.3832774697971617,938.95965671,1347.604,58.14451124012511,18.989375820240262,2822.721564809998,5917.8160084553565,0.3527368665996661,96.5257710772399,0.3002459556029232
mp-1199239,Cu4P8H28C8N4O24,76,2.34192869772966,756.06952155,1066.292,42.62506135485776,18.267582604458944,2792.889194119233,5348.0036694252285,0.3125027017673479,102.11312152723404,0.3575437072522059
mp-1214084,Co8Hg8H12S8O40,76,5.13316337084384,965.56958708,2984.76,51.27738744052332,17.7363955624879,1858.8319974559884,3820.528853662903,0.3449331644921172,62.90917025993007,0.1985893924843731
mp-557413,Rb8Mo12S4O52,76,3.7477813829243263,1238.51952862,2795.232,36.03388412905654,20.11525061727477,2316.730942375523,4095.246897465711,0.2646731810012111,71.42825925719413,0.5063372802051012
mp-1199105,Gd4Re12O60,76,4.196888316452708,1512.80969274,3823.424,16.165648451173283,10.53839464011527,1584.6141248394852,2683.248070225086,0.2322350991477784,45.5316105024354,0.2255671291982127
mp-705889,Cs8Zr6Mn2P12O48,76,4.090740793795658,1161.01680286,2860.1,49.87015185067592,23.04163558490532,2373.316568039405,4438.598705460398,0.2998144525805601,75.09085128307413,0.4788448590840254
mp-850774,Li12V16O12F36,76,3.365773719054441,875.37973994,1774.28,75.87402052038428,35.753877652357595,3259.2608303458437,6058.591013392174,0.2963716175490898,113.25105415835272,0.9481365735327428
mp-1178040,Li8Cr12Cu8O48,76,3.0474774422021573,1065.72018381,1955.8,74.41293439630459,24.614242544977387,2841.9928964532305,5931.872398818339,0.3510352628181664,93.1464819866296,0.4145294694647286
mp-780676,Na8Cr16O52,76,2.6474154339207208,1159.02567149,1847.804,37.98980736389017,17.525934828274067,2572.939343953885,4814.193698555451,0.3000773346056925,81.45614451975109,0.3939990078200439
mp-1211724,Mn8Tl8Mo12O48,76,4.771681235647866,1389.86986222,3993.8,54.313211284312025,15.27351444928146,1789.096549962961,3956.0368511097495,0.371444548888893,53.81927631691187,0.1478079867367109
mp-29215,Te16P8O52,76,4.90921561320889,1055.81595346,3121.34,47.90882406692349,24.15248767935962,2218.068127249462,4039.644203175387,0.2841973077215411,72.29482789330548,0.497675144063563
mp-725121,K6Li2Mn8Mo12O48,76,3.388106062625434,1277.84329506,2607.206,61.98617811878621,21.5012220968152,2519.1444672941707,5172.686085130423,0.3445393280286511,77.64961399285015,0.3593220014690332
mp-1204986,Cr4H40N8Cl20O4,76,1.8706098161018327,1006.15613341,1133.4160000000002,18.10512521510049,7.730955702409533,2032.941997904988,3897.332388994048,0.3131004154197729,67.58003833982171,0.1206775204914472
mp-561987,K8Co8Mo12O48,76,3.5761196152852475,1255.36603161,2703.48,61.89219297073909,21.428157550211843,2447.85899315885,5029.555929499674,0.3448020220380199,75.90265792742878,0.3451978357343233
mp-573727,Bi32Sb4Au4Br36,76,6.931739646418288,2596.56195742,10838.812,8.251835783906609,6.181005590425291,944.296645676826,1542.520814411044,0.2003053187352842,22.581971146097867,0.1072644254416315
mp-1212598,K8B8S12O48,76,2.1233133237906103,1213.7744745,1552.004,21.305263968523587,11.343310831896906,2311.334883958461,4142.100445181709,0.2739148404784996,71.82306251805616,0.2697866910232063
mp-24710,V4B4P8H20N4O36,76,2.481751874790078,767.44568365,1146.956,56.25165474606219,25.92284003983892,3231.9312264934383,6049.237975902587,0.3002635164087501,117.39469215963724,0.6373175403064332
mp-571397,Cs6Tb20C8Cl42,76,4.100667214249306,2251.96198076,5561.044,21.96607839083099,11.17752283545514,1650.9940948615051,2998.513582665986,0.2824700698830136,41.79531260356512,0.22280210719896
mp-1238726,Rb8Cd8S12O48,76,3.6831895476408274,1233.42801872,2735.764,38.354391574178415,16.977282432552027,2146.950601737497,4069.3028897260833,0.3071354477444954,66.63459724091265,0.3112367803121938
mp-1200054,V16Fe8O52,76,2.924254390443463,1188.98163144,2093.78,43.67491678488981,25.281929500555908,2940.3398688053526,5144.207167266158,0.2573814869207197,91.81713406596738,0.8260364327695001
mp-560769,Na4Zn4Fe8P12O48,76,3.3062679213926858,974.36581778,1939.996,73.00396655776045,34.27910943648199,3219.9249074351974,5992.025004937537,0.2969976734056093,107.96789667088863,0.9272385572838924
mp-697850,Li8Cr4P16O48,76,2.805070182844528,903.99953188,1527.048,55.09852945653062,24.08946945462645,2930.5001754823893,5576.102558317271,0.3092024545279682,100.90586196765688,0.5363918263656203
mp-1195586,Mn4H24C16N32,76,1.5510604597309006,946.7858435,884.3439999999999,33.6213219358941,9.726757470441916,2504.2038575517768,5480.668554446898,0.3680708853945172,85.57515280345076,0.1196297791242895
mp-772115,Li8Cr12Co8O48,76,3.001945026601444,1061.47055509,1918.896,83.4013986999184,28.282579232092964,3069.432864186806,6351.719806987346,0.3476628960294913,100.68920578704306,0.528042930064591
mp-1199405,H32Au2C24S4N6O8,76,1.7462376752664377,1003.00848146,1054.748,20.1649938101634,6.445229322316751,1921.1775814902985,4058.190610032914,0.3555749395654579,64.29197666977676,0.0692318810521441
mp-780181,Na8Cr16O52,76,2.457491814341553,1248.599256,1847.804,29.02945538233182,15.825902174344014,2537.687838996995,4516.537950763837,0.2693337022287926,78.07336857538121,0.4272701894446989
mp-562127,Sr4Co8As8H16O40,76,4.12706629623613,835.87166457,2077.408,71.14357063476488,27.80952696189466,2595.8289890827605,5120.813287481047,0.3270840277770576,91.9607055234594,0.4737355460807216
mp-818487,V8S12O56,76,2.222673388134161,1261.31316842,1688.26,29.52804081516856,17.307250622914015,2790.462666273244,4864.890926084312,0.254834835151331,85.41268612428028,0.5540924300096249
mp-556158,Rb2Mn12As14O48,76,4.188305417348185,1049.50226006,2647.052,75.34814636105138,24.27958560369477,2407.694957787304,5071.435070751462,0.3545110544179601,79.35396772775016,0.3348150966239454
mp-760332,Sb24O20F32,76,4.97039396341412,1286.31330624,3850.156,31.73113349380714,17.92801844968222,1899.2001619929847,3345.640375912984,0.2622728928912936,57.804165568335534,0.3791771259174589
mp-10771,Dy16Si12S48,76,4.1841993419648,1776.44476187,4476.152,42.29432477787351,22.24593074117765,2305.7865788016666,4146.923393879252,0.276241258560641,63.12559257696576,0.5919129432878285
mp-1203879,Cs8Te4H24O40,76,3.520218181011599,1055.62431265,2237.792,28.783534035494927,13.44937688278525,1954.637790387637,3642.9080039926166,0.2978550143147136,63.82141068424574,0.2256584556544913
mp-707239,H32C8Se4S8Br8N16,76,2.1510341168550307,1207.43018134,1564.048,18.77106351486478,7.277207563287689,1839.326092638637,3638.31790666393,0.328341830374883,57.65221015115167,0.0984102234024589
mp-778208,Li12V16O12F36,76,3.3485844634749258,879.87331812,1774.28,77.04714302650353,35.813724783670054,3270.349116711453,6104.843486045009,0.2987654990057324,113.47685063024564,0.9409903008791904
mp-15750,Ta4Ag4P16O52,76,4.040160667696063,1020.47330787,2482.796,37.51926088596277,17.96072897009879,2108.446868328072,3900.50945893719,0.2935841198378238,69.58759729747145,0.3296606585373642
mp-704534,K8Zr6Mn2P12O48,76,3.1376852112972826,1116.5008366,2109.644,52.03221979419087,23.51984471917659,2737.868213642543,5155.342729425538,0.303582820770303,87.8034441903413,0.5438533980763685
mp-16402,Tb16Si12S48,76,4.175589056294554,1757.36018318,4418.952,44.37429262875619,24.23573290875494,2409.179746584561,4285.549723422733,0.26897610382131,66.13569552129528,0.6974302542287785
mp-1208397,Tl4Mo8P12O52,76,3.804907924589316,1217.0685078,2788.688,44.45013087581189,20.911696673036147,2344.3505900903706,4360.078827439187,0.296660701590418,72.98865174639603,0.4444253843011886
mp-743671,K8Ti6Mn2P12O48,76,3.0306858416712505,1013.38187879,1849.502,62.354048227735895,31.876449623205485,3243.131152611852,5882.015220041385,0.2816069177465819,107.12635363435228,0.9610191818243108
mp-21807,K8Co8S12O48,76,3.151336071449382,1020.68014049,1936.98,55.583010962801744,25.44154295959981,2841.347573912765,5329.377127690479,0.3014350377430546,93.86303131009248,0.6004210383981521
mp-1201552,Ga8Cu4Se16O48,76,4.257674667246559,1108.93580341,2843.28,40.05539451879468,21.177098703215712,2230.216341126217,4004.9506804757866,0.2752588764955886,71.4325852485477,0.4682318851349019
mp-561414,K12Hg12S8Br20O24,76,4.526090496627352,1876.58132136,5114.831999999999,16.744573576081446,6.389804533722758,1188.179814313049,2362.6104992868413,0.3307292462586748,32.16184090915961,0.0635559208233819
mp-1214219,Ca4B20H16O36,76,2.074603234168232,775.3172091,968.624,51.267578029941184,27.52369916638355,3642.3852271621886,6511.6269307282,0.2723136775583046,131.39794514738915,0.8959446292097043
mp-684534,Li4Nb4P16O52,76,2.5434602020127883,1127.47396329,1726.92,33.89431100244684,16.64621056514466,2558.263170734431,4695.992296116531,0.2889842257463694,81.62620539955758,0.3935870777611725
mp-532656,K8Fe4Sn4P12O48,76,3.471645669400395,1028.70862888,2150.644,65.33382750713098,33.142845728285224,3089.777463958466,5616.781425154983,0.2830438616038595,101.5694053295515,0.9491702377430628
